Date,Credit/Debit,Transaction Name,Balance
30/4/2024,-21.9,YINGHONG ZHANG ST LUCIA AUS Card xx4604 Value Date: 25/04/2024,1663.88
30/4/2024,-10.5,LAKESIDE ENTERPRISEQPS UNIVERSITY OF AUS Card xx4604 Value Date: 26/04/2024,1685.78
30/4/2024,-4.5,HG RETAIL PTY LTD ST LUCIA AUS Card xx4604 Value Date: 25/04/2024,1696.28
30/4/2024,-25,KMART 1218 ASPLEY AU AUS Card xx4604 Value Date: 27/04/2024,1700.78
30/4/2024,-9.9,7-ELEVEN 4100 FORTITUDE VAL QL AUS Card xx4604 Value Date: 27/04/2024,1725.78
30/4/2024,-27.65,SQ *HEY MR.DUTTON PARK Dutton Park QL AUS Card xx4604 Value Date: 29/04/2024,1735.68
30/4/2024,-8,WESTFIELD CHERMSIDE CHERMSIDE AUS Card xx4604 Value Date: 28/04/2024,1763.33
29/4/2024,-19.31,SQ *HEY MR.DUTTON PARK Dutton Park AU,1771.33
28/4/2024,-8.25,EVENT CINEMAS CHERMS CHERMSIDE AU Card xx4604,1790.64
28/4/2024,-28,EVENT CINEMAS CHERMS CHERMSIDE AU Card xx4604,1798.89
28/4/2024,-22.2,ZAIHOU PTY LTD CHERMSIDE AU Card xx4604,1826.89
27/4/2024,-27.5,chicken of rock Fortitude ValAU,1849.09
27/4/2024,-2.85,DAN DAN DRINKS PTY LTD Middle Park AU AUS Card xx4604 Value Date: 25/04/2024,1876.59
27/4/2024,-53.07,COLES EXPRESS 2149 KEDRON AU AUS Card xx4604 Value Date: 25/04/2024,1879.44
26/4/2024,-1.1,MCDONALDS DT 0974 NEWMARKET QLDAU,1932.51
26/4/2024,-10.8,LAKESIDE ENTERPRISES UNIVERSITY OFAU Card xx4604,1933.61
25/4/2024,-30,TRANSLINK BRISBANE AUS Card xx4604 Value Date: 23/04/2024,1944.41
24/4/2024,752.75,Salary Q GROUP 23042024VAND,1974.41
24/4/2024,-4.5,Krispy Kreme Albert St 131 Queen StrAU,1221.66
24/4/2024,-15.96,Thai Street Kitchen Brisbane AU,1226.16
24/4/2024,-18,VIETS ROLL STREET FOOD WOOLLOONGABBAAU,1242.12
24/4/2024,-9.96,SQ *HEY MR.DUTTON PARK Dutton Park AU,1260.12
24/4/2024,-18.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 22/04/2024,1270.08
24/4/2024,-5.4,7-ELEVEN 4166 ASPLEY QL AUS Card xx4604 Value Date: 21/04/2024,1289.03
24/4/2024,-6.2,FOSTER & BLACK P/L CHERMSIDE QL AUS Card xx4604 Value Date: 20/04/2024,1294.43
23/4/2024,-19.31,SQ *HEY MR.DUTTON PARK Dutton Park AU,1300.63
23/4/2024,-5.08,SQ *HEY MR.DUTTON PARK Dutton Park AU,1319.94
23/4/2024,-6.3,TRANSLINK BRISBANE AUS Card xx4604 Value Date: 18/04/2024,1325.02
23/4/2024,-6.3,CARSELDINE STATION CARSELDINE AUS Card xx4604 Value Date: 18/04/2024,1331.32
23/4/2024,-6.7,MEKONG CHERMSIDE Chermside QL AUS Card xx4604 Value Date: 20/04/2024,1337.62
23/4/2024,-6.97,H2 AUSTRALIA PTY LTD CHERMSIDE QL AUS Card xx4604 Value Date: 21/04/2024,1344.32
23/4/2024,-8.13,SQ *HEY MR.DUTTON PARK Dutton Park AU,1351.29
22/4/2024,-17.18,SQ *HEY MR.DUTTON PARK Dutton Park AU,1359.42
22/4/2024,-10.09,SQ *BRISBEAN COFFEE Alderley AU,1376.6
20/4/2024,-10.81,YO CHI ALBERT ST BRISBANE ADEL QL AUS Card xx4604 Value Date: 18/04/2024,1386.69
20/4/2024,-14.17,UQU Main Refectory St Lucia QL AUS Card xx4604 Value Date: 18/04/2024,1397.5
20/4/2024,-12.5,Marketcart Herston AU AUS Card xx4604 Value Date: 18/04/2024,1411.67
20/4/2024,-25,MED*ALDIMobile CHATSWOOD AU AUS Card xx4604 Value Date: 18/04/2024,1424.17
19/4/2024,-18.99,Boondall Cellars Boondall AU,1449.17
19/4/2024,-16.9,VIETS ROLL STREET FOOD WOOLLOONGABBAAU,1468.16
19/4/2024,-9.96,SQ *HEY MR.DUTTON PARK Dutton Park AU,1485.06
19/4/2024,-12.11,SQ *BRISBEAN COFFEE Alderley AU,1495.02
19/4/2024,-15,COLES 4670 ASPLEY AU AUS Card xx4604 Value Date: 17/04/2024,1507.13
19/4/2024,-31,KMART 1218 ASPLEY AU AUS Card xx4604 Value Date: 17/04/2024,1522.13
19/4/2024,-3,FITNESS CARTEL ASPLE ASPLEY QL AUS Card xx4604 Value Date: 17/04/2024,1553.13
19/4/2024,-9.5,SMP*Cafe 63 Chermside Chermside AU AUS Card xx4604 Value Date: 17/04/2024,1556.13
19/4/2024,-309,BCC INFRINGEMENTS BRISBANE AUS Card xx4604 Value Date: 18/04/2024,1565.63
18/4/2024,-27,Urban Climb West End West End AU AUS Card xx4604 Value Date: 16/04/2024,1874.63
18/4/2024,-30,TARGET 5184 BRISBANE AU AUS Card xx4604 Value Date: 16/04/2024,1901.63
17/4/2024,699.25,Salary Q GROUP 16042024VAND,1931.63
17/4/2024,-8,BPCN CABO STH 1677 CABOOLTURE QL AUS Card xx4604 Value Date: 14/04/2024,1232.38
17/4/2024,-104.48,BP CON CABLTR NTH 1672 CABOOLTURE QL AUS Card xx4604 Value Date: 12/04/2024,1240.38
17/4/2024,-18.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 15/04/2024,1344.86
17/4/2024,-119.98,CARSELDINE CELLARS CARSELDINE AUS Card xx4604 Value Date: 12/04/2024,1363.81
16/4/2024,-4.5,Krispy Kreme Albert St 131 Queen StrAU,1483.79
16/4/2024,-19.18,MONG THO TRAN PTY LT BRISBANE CITYQLDAU,1488.29
16/4/2024,-9.66,SQ *HEY MR.DUTTON PARK Dutton Park AU,1507.47
16/4/2024,-35,SQ *JUNGLE LOVE FESTIV Enoggera QL AUS Card xx4604 Value Date: 12/04/2024,1517.13
16/4/2024,-18.65,KFC CABOOLTURE NTH CABOOLTURE QL AUS Card xx4604 Value Date: 12/04/2024,1552.13
15/4/2024,50,Fast Transfer From MR MELVIN JAMES DAYAG Essential supplies Essential supplies,1570.78
15/4/2024,-9.66,SQ *HEY MR.DUTTON PARK Dutton Park AU,1520.78
15/4/2024,-10.09,SQ *BRISBEAN COFFEE Alderley AU,1530.44
14/4/2024,-12.95,MCDONALDS BP CABOOLTU BURPENGARY QLDAU,1540.53
13/4/2024,-5.4,BOOKMARK CAFE ST LUCIA QL AUS Card xx4604 Value Date: 11/04/2024,1553.48
13/4/2024,-9.6,UQU Main Refectory St Lucia QL AUS Card xx4604 Value Date: 11/04/2024,1558.88
13/4/2024,-28.85,LS YKC Investment Trus Brisbane City AU AUS Card xx4604 Value Date: 11/04/2024,1568.48
13/4/2024,-12.81,YO CHI ALBERT ST BRISBANE ADEL QL AUS Card xx4604 Value Date: 11/04/2024,1597.33
12/4/2024,-6.2,BP CON CABLTR NTH 1 CABOOLTURE AU,1610.14
12/4/2024,-5.08,SQ *HEY MR.DUTTON PARK Dutton Park AU,1616.34
11/4/2024,-19.18,MONG THO TRAN PTY LT BRISBANE CITYQLDAU,1621.42
11/4/2024,-5.7,STARBUCKS COFFEE D00 BRISBANE AU,1640.6
11/4/2024,-26,CASSIS AUSTRALIA PTY L WOOLLOONGABBA AU AUS Card xx4604 Value Date: 09/04/2024,1646.3
10/4/2024,900,Salary Q GROUP 09042024VAND,1672.3
10/4/2024,388.75,Salary HSW Group Servic 46097/04/2024,772.3
10/4/2024,-13.25,MCDONALDS ASPLEY ASPLEY QLDAU,383.55
10/4/2024,-6.64,TCC Everton Hills Everton Hills QL AUS Card xx4604 Value Date: 07/04/2024,396.8
10/4/2024,-18.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 08/04/2024,403.44
10/4/2024,-11.4,JCT QUEENSLAND P/L BRISBANE AUS Card xx4604 Value Date: 05/04/2024,422.39
9/4/2024,-15.96,Thai Street Kitchen Brisbane QL AUS Card xx4604 Value Date: 05/04/2024,433.79
9/4/2024,-7,7-ELEVEN 4084 BRISBANE QL AUS Card xx4604 Value Date: 04/04/2024,449.75
9/4/2024,-10.3,SUSHI HUB ALBERT ST BRISBANE CITY QL AUS Card xx4604 Value Date: 04/04/2024,456.75
9/4/2024,-6.64,TCC Everton Hills Everton Hills QL AUS Card xx4604 Value Date: 06/04/2024,467.05
9/4/2024,-30,TRANSLINK BRISBANE AUS Card xx4604 Value Date: 08/04/2024,473.69
9/4/2024,-10.09,SQ *BRISBEAN COFFEE Alderley AU,503.69
8/4/2024,-18,VIETS ROLL STREET FOOD WOOLLOONGABBAAU,513.78
8/4/2024,-2.54,SQ *HEY MR.DUTTON PARK Dutton Park AU,531.78
8/4/2024,-11.15,SQ *HEY MR.DUTTON PARK Dutton Park AU,534.32
6/4/2024,-4.5,MRS BROWN'S BAR & KIT Newstead AU,545.47
6/4/2024,-29,MRS BROWN'S BAR & KIT Newstead AU,549.97
6/4/2024,-7.98,GZ BLUE PTY LTD BRISBANE CITY AUS Card xx4604 Value Date: 03/04/2024,578.97
5/4/2024,-2.5,TARGET 5184 BRISBANE AU,586.95
5/4/2024,5.59,Refund Purchase SQ *HEY MR.DUTTON PARK Dutton Park AU,589.45
5/4/2024,-10.16,SQ *HEY MR.DUTTON PARK Dutton Park AU,583.86
5/4/2024,-5.59,SQ *HEY MR.DUTTON PARK Dutton Park AU,594.02
5/4/2024,-30,TARGET 5184 BRISBANE AU AUS Card xx4604 Value Date: 03/04/2024,599.61
5/4/2024,-17,VIETS ROLL STREET FOOD WOOLLOONGABBA AUS Card xx4604 Value Date: 03/04/2024,629.61
4/4/2024,-13,LAKESIDE ENTERPRISES UNIVERSITY OFAU Card xx4604,646.61
4/4/2024,-18.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 02/04/2024,659.61
4/4/2024,-34.93,LS YKC Investment Trus Brisbane City AU AUS Card xx4604 Value Date: 02/04/2024,678.56
3/4/2024,278,Salary Q GROUP 02042024VAND,713.49
3/4/2024,-12.2,SQ *RICE AND MEE Brisbane City AU,435.49
3/4/2024,-71.49,Dominos Estore Carseld dominos.com.a AU AUS Card xx4604 Value Date: 28/03/2024,447.69
3/4/2024,-56.43,CHEMIST WAREHOUSE CHERMSIDE QL AUS Card xx4604 Value Date: 27/03/2024,519.18
3/4/2024,-10.17,YO CHI ALBERT ST BRISBANE ADEL QL AUS Card xx4604 Value Date: 28/03/2024,575.61
3/4/2024,-3.5,COLES EXPRESS 1775 ASPLEY AU AUS Card xx4604 Value Date: 27/03/2024,585.78
3/4/2024,-12.55,8TH MCDOWALL CAFE PTY MCDOWALL AU AUS Card xx4604 Value Date: 29/03/2024,589.28
3/4/2024,-5.9,BAR MERLO UQ BRISBANE QL AUS Card xx4604 Value Date: 28/03/2024,601.83
3/4/2024,-16.83,HOWARDSMITHWHARV* ME&U BRISBANE CITY QL AUS Card xx4604 Value Date: 30/03/2024,607.73
3/4/2024,-3,7 ELEVEN 4229 EVERTON HILLS QL AUS Card xx4604 Value Date: 30/03/2024,624.56
3/4/2024,-10.32,TCC Everton Hills Everton Hills QL AUS Card xx4604 Value Date: 30/03/2024,627.56
3/4/2024,-33.93,SMP*Cafe 63 Chermside Chermside AU AUS Card xx4604 Value Date: 31/03/2024,637.88
3/4/2024,-26.21,DD *DOORDASH HAKATAYAR MELBOURNE VI AUS Card xx4604 Value Date: 31/03/2024,671.81
3/4/2024,-67.96,FITNESS CARTEL ASPLE ASPLEY QL AUS Card xx4604 Value Date: 29/03/2024,698.02
3/4/2024,-8.36,YO GET IT QLD CHERMSIDE QL AUS Card xx4604 Value Date: 31/03/2024,765.98
3/4/2024,25,Return Tickets*EWB UQ x Q BELROSE AU AUS Card xx4604 Value Date: 28/03/2024,774.34
3/4/2024,-15.04,SQ *HEY MR.DUTTON PARK Dutton Park AU,749.34
1/4/2024,-20.58,Guzman y Gomez ACD Albany Creek AU,764.38
30/3/2024,-1,The Trustee for AEK HS Brisbane CQLDAU,784.96
30/3/2024,-3.2,The Trustee for AEK HS Brisbane CQLDAU,785.96
29/3/2024,-15.9,MEKONG 2 CHINESE AND V CHERMSIDE AU AUS Card xx4604 Value Date: 27/03/2024,789.16
28/3/2024,-8,LAKESIDE ENTERPRISES UNIVERSITY OFAU Card xx4604,805.06
28/3/2024,-0.36,7-ELEVEN 4166 ASPLEY QL AUS Card xx4604 Value Date: 25/03/2024,813.06
28/3/2024,-11.68,CellOPark Australia Matraville NS AUS Card xx4604 Value Date: 26/03/2024,813.42
27/3/2024,671.5,Salary Q GROUP 26032024VAND,825.1
27/3/2024,-5,MCDONALDS ASPLEY ASPLEY QLDAU,153.6
27/3/2024,-295,KARL HEINZ RODINS CHERMSIDE QLD AU Card xx4604,158.6
27/3/2024,400,Transfer from xx3679 CommBank app,453.6
27/3/2024,-27,CASSIS AUSTRALIA PTY L WOOLLOONGABBA AU AUS Card xx4604 Value Date: 25/03/2024,53.6
27/3/2024,-5,QUT PARKING KELVIN GROVE QL AUS Card xx4604 Value Date: 24/03/2024,80.6
27/3/2024,-18.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 25/03/2024,85.6
27/3/2024,-19.18,MONG THO TRAN PTY LT BRISBANE CITY QL AUS Card xx4604 Value Date: 22/03/2024,104.55
26/3/2024,-26,VIETS ROLL STREET FOOD WOOLLOONGABBAAU,123.73
26/3/2024,-10.73,YO CHI ALBERT ST BRISBANE ADEL QL AUS Card xx4604 Value Date: 22/03/2024,149.73
26/3/2024,-6.64,TCC Everton Hills Everton Hills QL AUS Card xx4604 Value Date: 21/03/2024,160.46
26/3/2024,-5.4,7-ELEVEN 4098 ASPLEY QL AUS Card xx4604 Value Date: 22/03/2024,167.1
26/3/2024,-17.5,7 ELEVEN VIRGINIA 42 VIRGINIA QL AUS Card xx4604 Value Date: 23/03/2024,172.5
26/3/2024,-6.64,TCC Everton Hills Everton Hills QL AUS Card xx4604 Value Date: 23/03/2024,190
26/3/2024,-5,SMP*Cafe 63 Chermside Chermside AU AUS Card xx4604 Value Date: 24/03/2024,196.64
26/3/2024,-30,TRANSLINK BRISBANE AUS Card xx4604 Value Date: 25/03/2024,201.64
23/3/2024,-3.5,COLES EXPRESS 1775 ASPLEY AU AUS Card xx4604 Value Date: 20/03/2024,231.64
22/3/2024,-16.77,SQ *HEY MR.DUTTON PARK Dutton Park AU,235.14
22/3/2024,-5.1,8TH MCDOWALL CAFE PTY MCDOWALL AU AUS Card xx4604 Value Date: 20/03/2024,251.91
21/3/2024,80,Transfer from xx3679 CommBank app,257.01
21/3/2024,-580,Transfer to xx3679 CommBank app,177.01
21/3/2024,-10.99,CHEMIST WAREHOUSE UPPE BRISBANE QL AUS Card xx4604 Value Date: 18/03/2024,757.01
21/3/2024,-11.4,CHEZ NOUS CAFE BRISBANE QL AUS Card xx4604 Value Date: 19/03/2024,768
20/3/2024,726,Salary Q GROUP 19032024VAND,779.4
20/3/2024,-3.8,DRAKE SUPERMARKETS M MCDOWALL AU,53.4
20/3/2024,-4.65,WOOLWORTHS 2596 BRISBANE AU AUS Card xx4604 Value Date: 18/03/2024,57.2
20/3/2024,-4.5,HATO GYOZA AND GRILL BRISBANE CITY QL AUS Card xx4604 Value Date: 15/03/2024,61.85
20/3/2024,-24.9,HATO GYOZA AND GRILL BRISBANE CITY QL AUS Card xx4604 Value Date: 15/03/2024,66.35
20/3/2024,-18.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 18/03/2024,91.25
19/3/2024,-18,VIETS ROLL STREET FOOD WOOLLOONGABBAAU,110.2
19/3/2024,-9.77,YO CHI ALBERT ST BRISBANE ADEL QL AUS Card xx4604 Value Date: 15/03/2024,128.2
19/3/2024,-18.5,KRUSTY KRAB SEAFOODS MCDOWALL QL AUS Card xx4604 Value Date: 14/03/2024,137.97
19/3/2024,-16.81,SQ *MILK & FROTH ASPLE Aspley QL AUS Card xx4604 Value Date: 16/03/2024,156.47
19/3/2024,-21.5,DAMON RHYS LAMB ASPLEY AUS Card xx4604 Value Date: 16/03/2024,173.28
19/3/2024,-25,MED*ALDIMobile CHATSWOOD AU AUS Card xx4604 Value Date: 18/03/2024,194.78
19/3/2024,5.6,Return SQ *MILK & FROTH ASPLE Aspley QL AUS Card xx4604 Value Date: 16/03/2024,219.78
19/3/2024,-302.2,SPER QLD TREASURY BRISBANE AUS Card xx4604 Value Date: 15/03/2024,214.18
19/3/2024,-12,SECURE PARKING VALLEY FORTITUDE VAL AUS Card xx4604 Value Date: 16/03/2024,516.38
18/3/2024,-21.75,SQ *HEY MR.DUTTON PARK Dutton Park AU,528.38
18/3/2024,100,Transfer from xx3679 CommBank app,550.13
16/3/2024,10,Fast Transfer From K TRUONG Burrito,450.13
16/3/2024,-25.5,Guzman y Gomez Bowen Hills AU,440.13
16/3/2024,-12.2,SQ *SUMMA HOUSE PTY LT Fortitude Val AU,465.63
16/3/2024,-47.25,HSW Events Brisbane AU,477.83
16/3/2024,-6.5,HSW Events Brisbane AU,525.08
16/3/2024,-22.81,ZLR*Dominos Pizza Hamil Hamilton AU,531.58
16/3/2024,-5.5,SenseOfTaste Hamilton Hamilton AU,554.39
16/3/2024,-6.55,KFC ASPLEY ASPLEY QL AUS Card xx4604 Value Date: 13/03/2024,559.89
16/3/2024,-6.64,TCC Everton Hills Everton Hills QL AUS Card xx4604 Value Date: 13/03/2024,566.44
15/3/2024,300,Transfer from xx3679 CommBank app,573.08
14/3/2024,-300,Transfer to xx3679 CommBank app,273.08
14/3/2024,-183,GRIFFIN PHYSIO & PILAT WARNER QL AUS Card xx4604 Value Date: 12/03/2024,573.08
14/3/2024,-5.4,7-ELEVEN 4166 ASPLEY QL AUS Card xx4604 Value Date: 11/03/2024,756.08
13/3/2024,507,Salary Q GROUP 12032024VAND,761.48
13/3/2024,-100,Transfer to xx3679 CommBank app,254.48
13/3/2024,150,Fast Transfer From LOURDES VAN DER NEUT Shoes,354.48
13/3/2024,-14.6,TCC Everton Hills Everton Hills QL AUS Card xx4604 Value Date: 10/03/2024,204.48
13/3/2024,-18.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 11/03/2024,219.08
12/3/2024,100,Transfer from xx3679 CommBank app,238.03
12/3/2024,-12.52,KENKO SUSHI HOUSE ST LUCIA AU AUS Card xx4604 Value Date: 08/03/2024,138.03
12/3/2024,-5.08,SQ *HEY MR.DUTTON PARK Dutton Park QL AUS Card xx4604 Value Date: 08/03/2024,150.55
12/3/2024,-26.13,Tickets*EWB UQ x Q BELROSE AU AUS Card xx4604 Value Date: 08/03/2024,155.63
11/3/2024,100,Transfer from xx3679 CommBank app,181.76
11/3/2024,-11,Boost Albert Street Brisbane AU,81.76
9/3/2024,-16.95,KFC Hamilton AU AUS Card xx4604 Value Date: 07/03/2024,92.76
9/3/2024,-10.7,OOBI GROUP PTY LTD ST LUCIA QL AUS Card xx4604 Value Date: 07/03/2024,109.71
9/3/2024,-124.9,Pin* TicketsThe Partic Burnside AUS Card xx4604 Value Date: 07/03/2024,120.41
9/3/2024,-33.9,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 07/03/2024,245.31
9/3/2024,-30,TRANSLINK BRISBANE AUS Card xx4604 Value Date: 07/03/2024,279.21
8/3/2024,-4.06,UQU Bakery St Lucia AU,309.21
8/3/2024,-40,TARGET 5184 BRISBANE AU AUS Card xx4604 Value Date: 06/03/2024,313.27
8/3/2024,-11,Boost Albert Street Brisbane QL AUS Card xx4604 Value Date: 06/03/2024,353.27
7/3/2024,150,Transfer from xx3679 CommBank app,364.27
6/3/2024,-450,Transfer to xx3679 CommBank app,214.27
6/3/2024,608,Salary Q GROUP 05032024VAND,664.27
6/3/2024,50,Transfer from xx3679 CommBank app,56.27
6/3/2024,-10.33,YO CHI PADDINGTON PADDINGTON QL AUS Card xx4604 Value Date: 02/03/2024,6.27
6/3/2024,-13.3,SUSHI HUB ALBERT ST BRISBANE CITY QL AUS Card xx4604 Value Date: 01/03/2024,16.6
5/3/2024,-17.18,SQ *HEY MR.DUTTON PARK Dutton Park AU,29.9
5/3/2024,-10.37,SQ *HEY MR.DUTTON PARK Dutton Park AU,47.08
5/3/2024,-15.23,TS/NEWMARKET VILLAGE BRISBANE QL AUS Card xx4604 Value Date: 01/03/2024,57.45
5/3/2024,-687,RMWilliams Queen St Brisbane AU AUS Card xx4604 Value Date: 01/03/2024,72.68
5/3/2024,-7.98,GZ BLUE PTY LTD BRISBANE CITY AUS Card xx4604 Value Date: 29/02/2024,759.68
5/3/2024,-33.05,DRAKE SUPERMARKETS M MCDOWALL AUS Card xx4604 Value Date: 29/02/2024,767.66
5/3/2024,-23.88,BROKENHEARTSBURGERCLUB BRISBANE QL AUS Card xx4604 Value Date: 02/03/2024,800.71
5/3/2024,-5.1,8TH MCDOWALL CAFE PTY MCDOWALL AU AUS Card xx4604 Value Date: 03/03/2024,824.59
4/3/2024,-16.9,VIETS ROLL STREET FOOD WOOLLOONGABBAAU,829.69
4/3/2024,50,Transfer from xx3679 CommBank app,846.59
2/3/2024,-64,StepPay Repayment,796.59
2/3/2024,100,Transfer from xx3679 CommBank app,860.59
2/3/2024,-5.1,8TH MCDOWALL CAFE PTY MCDOWALL AU AUS Card xx4604 Value Date: 29/02/2024,760.59
2/3/2024,-10.7,OOBI GROUP PTY LTD ST LUCIA QL AUS Card xx4604 Value Date: 29/02/2024,765.69
2/3/2024,-3.7,CantaloupeSystemsAustr Albion QL AUS Card xx4604 Value Date: 29/02/2024,776.39
2/3/2024,-75.96,CALTEX EVERTON PARK EVERTON PARK AUS Card xx4604 Value Date: 28/02/2024,780.09
1/3/2024,41,Transfer from xx3679 CommBank app,856.05
1/3/2024,-16.5,Transfer To Angus McHugh CommBank App Movie - Jacob,815.05
1/3/2024,-5.9,CantaloupeSystemsAustr Albion QL AUS Card xx4604 Value Date: 28/02/2024,831.55
1/3/2024,-9.6,UQU Main Refectory St Lucia QL AUS Card xx4604 Value Date: 28/02/2024,837.45
1/3/2024,-84.92,McDowall Village Medi McDowall QL AUS Card xx4604 Value Date: 29/02/2024,847.05
29/2/2024,41.4,Refund Purchase Medicare Benefit,931.97
29/2/2024,-19.9,VIETS ROLL STREET FOOD WOOLLOONGABBA AUS Card xx4604 Value Date: 27/02/2024,890.57
28/2/2024,608,Salary Q GROUP 27022024VAND,910.47
28/2/2024,-10,WOOLWORTHS 2596 BRISBANE AU AUS Card xx4604 Value Date: 26/02/2024,302.47
28/2/2024,-14.95,KFC Hamilton AU AUS Card xx4604 Value Date: 26/02/2024,312.47
28/2/2024,-4.78,SQ *HEY MR.DUTTON PARK Dutton Park QL AUS Card xx4604 Value Date: 26/02/2024,327.42
28/2/2024,-18.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 26/02/2024,332.2
28/2/2024,-3.98,CellOPark Australia Matraville NS AUS Card xx4604 Value Date: 26/02/2024,351.15
28/2/2024,-5,AUSTRALIAN CRAWL PL FITZGIBBON QL AUS Card xx4604 Value Date: 24/02/2024,355.13
28/2/2024,-30,TRANSLINK BRISBANE AUS Card xx4604 Value Date: 26/02/2024,360.13
27/2/2024,-7,CASSIS AUSTRALIA PTY L WOOLLOONGABBA AU AUS Card xx4604 Value Date: 23/02/2024,390.13
27/2/2024,-12,CASSIS AUSTRALIA PTY L WOOLLOONGABBA AU AUS Card xx4604 Value Date: 23/02/2024,397.13
27/2/2024,-8,7-ELEVEN 4166 ASPLEY QL AUS Card xx4604 Value Date: 22/02/2024,409.13
27/2/2024,-5.4,7-ELEVEN 4098 ASPLEY QL AUS Card xx4604 Value Date: 23/02/2024,417.13
27/2/2024,-5.5,BCC CELLOPARK ON-STREE BRISBANE AUS Card xx4604 Value Date: 26/02/2024,422.53
24/2/2024,-30.1,sAmesAme Fortitude ValAU,428.03
24/2/2024,-31.98,AMAZON AU MARKETPLACE SYDNEY AUS Card xx4604 Value Date: 21/02/2024,458.13
23/2/2024,-17.9,VIETS ROLL STREET FOOD WOOLLOONGABBAAU,490.11
23/2/2024,-10.7,OOBI GROUP PTY LTD ST LUCIA QL AUS Card xx4604 Value Date: 21/02/2024,508.01
23/2/2024,-11.1,7-ELEVEN 4098 ASPLEY QL AUS Card xx4604 Value Date: 21/02/2024,518.71
23/2/2024,-11.9,EB *Kickstart your Car 801-413-7200 VI AUS Card xx4604 Value Date: 21/02/2024,529.81
23/2/2024,-14.17,UQU Main Refectory St Lucia QL AUS Card xx4604 Value Date: 21/02/2024,541.71
23/2/2024,-2.43,UQU Lollyshop St Lucia QL AUS Card xx4604 Value Date: 21/02/2024,555.88
23/2/2024,-13,LAKESIDE ENTERPRISEQPS UNIVERSITY OF AUS Card xx4604 Value Date: 21/02/2024,558.31
22/2/2024,-549,DANNYS DESKS AND CHAIRS B STAFFOR QLD AU Card xx4604,571.31
22/2/2024,-4.65,WOOLWORTHS 2583 STAFFORD AU AUS Card xx4604 Value Date: 20/02/2024,1120.31
22/2/2024,-21.95,SQ *HEY MR.DUTTON PARK Dutton Park QL AUS Card xx4604 Value Date: 20/02/2024,1124.96
21/2/2024,608,Salary Q GROUP 20022024VAND,1146.91
21/2/2024,-13.41,EATONS HILL HOTEL EATONS HILL AU AUS Card xx4604 Value Date: 18/02/2024,538.91
21/2/2024,-25.7,COLLINS RESTAURANTS UNDERWOOD QL AUS Card xx4604 Value Date: 18/02/2024,552.32
21/2/2024,-7.5,BP UNDERWOOD SOUTH 111 UNDERWOOD QL AUS Card xx4604 Value Date: 18/02/2024,578.02
21/2/2024,-18.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 19/02/2024,585.52
21/2/2024,-18.17,MONG THO TRAN PTY LT BRISBANE CITY QL AUS Card xx4604 Value Date: 16/02/2024,604.47
20/2/2024,-109.95,UNIVERSAL STORE BRISBANE QL AUS Card xx4604 Value Date: 16/02/2024,622.64
20/2/2024,-19.5,La Carmela Petrie Terrac QL AUS Card xx4604 Value Date: 16/02/2024,732.59
20/2/2024,-20,BRAVO FIT CHERMSIDE CHERMSIDE QL AUS Card xx4604 Value Date: 17/02/2024,752.09
20/2/2024,-6.65,WOOLWORTHS 2673 CHERMSIDE AU AUS Card xx4604 Value Date: 17/02/2024,772.09
20/2/2024,-3.6,COLES 4334 BRISBANE AU AUS Card xx4604 Value Date: 16/02/2024,778.74
20/2/2024,-21,SMP*Cafe 63 Chermside Chermside AU AUS Card xx4604 Value Date: 17/02/2024,782.34
20/2/2024,-383,99 Bikes Everton Park Everton Park QL AUS Card xx4604 Value Date: 18/02/2024,803.34
19/2/2024,266.49,Direct Credit 141000 SIGNMANAGER PTY WEEKLY PAYROLL,1186.34
19/2/2024,-25.9,VIETS ROLL STREET FOOD WOOLLOONGABBAAU,919.85
19/2/2024,-30,Transfer To Harry Dorreboom CommBank App Groceries,945.75
17/2/2024,-20,AUST ELECTORAL COMM SYDNEY NS AUS Card xx4604 Value Date: 14/02/2024,975.75
17/2/2024,-25,MED*ALDIMobile CHATSWOOD AU AUS Card xx4604 Value Date: 16/02/2024,995.75
17/2/2024,-17.9,VIETS ROLL STREET FOOD WOOLLOONGABBA AUS Card xx4604 Value Date: 15/02/2024,1020.75
16/2/2024,-8.5,Krispy Kreme Albert St 131 Queen StrAU,1038.65
16/2/2024,118,Direct Credit 364049 Q ELECTRICAL SER 31074247,1047.15
16/2/2024,544.32,Direct Credit 141000 SIGNMANAGER PTY WEEKLY PAYROLL,929.15
16/2/2024,-3.9,COLES 4461 BRISBANE AU,384.83
